5	1.07E-05	6.29E-08
5.01798584	1.07E-05	6.20E-08
5.03603613	1.06E-05	6.11E-08
5.05415137	1.05E-05	6.02E-08
5.07233203	1.04E-05	5.93E-08
5.09057812	1.04E-05	5.85E-08
5.10889014	1.03E-05	5.76E-08
5.12726709	1.02E-05	5.68E-08
5.14571094	1.01E-05	5.60E-08
5.1642207	1.01E-05	5.52E-08
5.18279736	1.00E-05	5.44E-08
5.20144043	9.93E-06	5.36E-08
5.22015088	9.85E-06	5.28E-08
5.23892871	9.78E-06	5.20E-08
5.25777393	9.71E-06	5.13E-08
5.27668701	9.64E-06	5.05E-08
5.29566846	9.57E-06	4.98E-08
5.31471729	9.50E-06	4.91E-08
5.33383496	9.44E-06	4.84E-08
5.35302148	9.37E-06	4.77E-08
5.37227734	9.30E-06	4.70E-08
5.39160254	9.23E-06	4.63E-08
5.41099658	9.17E-06	4.56E-08
5.43046094	9.10E-06	4.50E-08
5.44999561	9.04E-06	4.43E-08
5.46959961	8.97E-06	4.37E-08
5.4892749	8.91E-06	4.30E-08
5.50902051	8.84E-06	4.24E-08
5.5288374	8.78E-06	4.18E-08
5.5487251	8.72E-06	4.12E-08
5.56868506	8.65E-06	4.06E-08
5.58871631	8.59E-06	4.00E-08
5.60881982	8.53E-06	3.94E-08
5.62899609	8.47E-06	3.88E-08
5.64924414	8.41E-06	3.83E-08
5.66956543	8.35E-06	3.77E-08
5.68995947	8.29E-06	3.72E-08
5.71042725	8.23E-06	3.66E-08
5.73096875	8.17E-06	3.61E-08
5.7515835	8.11E-06	3.56E-08
5.77227295	8.05E-06	3.50E-08
5.79303662	7.99E-06	3.45E-08
5.813875	7.93E-06	3.40E-08
5.83478857	7.88E-06	3.35E-08
5.85577734	7.82E-06	3.31E-08
5.87684131	7.76E-06	3.26E-08
5.89798145	7.71E-06	3.21E-08
5.91919727	7.65E-06	3.16E-08
5.94048975	7.60E-06	3.12E-08
5.9618584	7.54E-06	3.07E-08
5.98330371	7.49E-06	3.03E-08
6.00482715	7.44E-06	2.98E-08
6.02642725	7.38E-06	2.94E-08
6.04810547	7.33E-06	2.90E-08
6.06986084	7.28E-06	2.85E-08
6.09169531	7.22E-06	2.81E-08
6.1136084	7.17E-06	2.77E-08
6.13559961	7.12E-06	2.73E-08
6.15767041	7.07E-06	2.69E-08
6.17982031	7.02E-06	2.65E-08
6.20205029	6.97E-06	2.61E-08
6.22435986	6.92E-06	2.58E-08
6.24675049	6.87E-06	2.54E-08
6.2692207	6.82E-06	2.50E-08
6.29177197	6.77E-06	2.46E-08
6.31440479	6.72E-06	2.43E-08
6.33711816	6.67E-06	2.39E-08
6.35991406	6.62E-06	2.36E-08
6.3827915	6.58E-06	2.32E-08
6.40575098	6.53E-06	2.29E-08
6.42879346	6.48E-06	2.26E-08
6.45191895	6.44E-06	2.22E-08
6.47512793	6.39E-06	2.19E-08
6.49841943	6.34E-06	2.16E-08
6.52179541	6.30E-06	2.13E-08
6.54525586	6.25E-06	2.10E-08
6.5687998	6.21E-06	2.07E-08
6.59242871	6.16E-06	2.04E-08
6.61614307	6.12E-06	2.01E-08
6.63994189	6.08E-06	1.98E-08
6.66382715	6.03E-06	1.95E-08
6.68779785	5.99E-06	1.92E-08
6.71185498	5.95E-06	1.89E-08
6.73599854	5.90E-06	1.86E-08
6.760229	5.86E-06	1.84E-08
6.78454639	5.82E-06	1.81E-08
6.80895166	5.78E-06	1.78E-08
6.83344434	5.73E-06	1.76E-08
6.85802539	5.69E-06	1.73E-08
6.88269482	5.65E-06	1.71E-08
6.90745312	5.61E-06	1.68E-08
6.93230029	5.57E-06	1.66E-08
6.95723633	5.53E-06	1.63E-08
6.9822627	5.49E-06	1.61E-08
7.00737891	5.45E-06	1.59E-08
7.03258594	5.41E-06	1.56E-08
7.0578833	5.37E-06	1.54E-08
7.083271	5.34E-06	1.52E-08
7.10875098	5.30E-06	1.50E-08
7.13432275	5.26E-06	1.47E-08
7.15998535	5.22E-06	1.45E-08
7.18574121	5.18E-06	1.43E-08
7.21158936	5.15E-06	1.41E-08
7.23753027	5.11E-06	1.39E-08
7.26356494	5.07E-06	1.37E-08
7.28969336	5.04E-06	1.35E-08
7.31591504	5.00E-06	1.33E-08
7.34223193	4.96E-06	1.31E-08
7.36864258	4.93E-06	1.29E-08
7.39514893	4.89E-06	1.27E-08
7.42175049	4.86E-06	1.25E-08
7.44844775	4.82E-06	1.24E-08
7.47524072	4.79E-06	1.22E-08
7.50213086	4.75E-06	1.20E-08
7.5291167	4.72E-06	1.18E-08
7.55620068	4.69E-06	1.16E-08
7.58338086	4.65E-06	1.15E-08
7.61065967	4.62E-06	1.13E-08
7.63803662	4.59E-06	1.11E-08
7.66551221	4.55E-06	1.10E-08
7.69308545	4.52E-06	1.08E-08
7.72075879	4.49E-06	1.07E-08
7.74853174	4.46E-06	1.05E-08
7.77640479	4.42E-06	1.04E-08
7.80437695	4.39E-06	1.02E-08
7.83245068	4.36E-06	1.01E-08
7.86062549	4.33E-06	9.91E-09
7.88890137	4.30E-06	9.77E-09
7.91727881	4.27E-06	9.62E-09
7.94575879	4.24E-06	9.48E-09
7.97434082	4.21E-06	9.34E-09
8.00302588	4.18E-06	9.21E-09
8.03181348	4.15E-06	9.07E-09
8.06070557	4.12E-06	8.94E-09
8.08970117	4.09E-06	8.81E-09
8.11880127	4.06E-06	8.68E-09
8.14800537	4.03E-06	8.56E-09
8.17731494	4.00E-06	8.43E-09
8.20673047	3.97E-06	8.31E-09
8.23625098	3.94E-06	8.19E-09
8.26587793	3.91E-06	8.07E-09
8.29561133	3.89E-06	7.95E-09
8.32545215	3.86E-06	7.83E-09
8.35540039	3.83E-06	7.72E-09
8.38545605	3.80E-06	7.61E-09
8.41562012	3.78E-06	7.50E-09
8.44589258	3.75E-06	7.39E-09
8.47627344	3.72E-06	7.28E-09
8.50676367	3.69E-06	7.17E-09
8.53736426	3.67E-06	7.07E-09
8.56807422	3.64E-06	6.97E-09
8.59889453	3.62E-06	6.86E-09
8.62982617	3.59E-06	6.77E-09
8.66086914	3.56E-06	6.67E-09
8.69202344	3.54E-06	6.57E-09
8.72329004	3.51E-06	6.47E-09
8.75466895	3.49E-06	6.38E-09
8.78616113	3.46E-06	6.29E-09
8.8177666	3.44E-06	6.20E-09
8.84948535	3.41E-06	6.11E-09
8.88131836	3.39E-06	6.02E-09
8.91326562	3.36E-06	5.93E-09
8.94532812	3.34E-06	5.84E-09
8.97750586	3.32E-06	5.76E-09
9.0097998	3.29E-06	5.67E-09
9.04220898	3.27E-06	5.59E-09
9.07473535	3.25E-06	5.51E-09
9.10737793	3.22E-06	5.43E-09
9.14013965	3.20E-06	5.35E-09
9.17301758	3.18E-06	5.27E-09
9.20601465	3.15E-06	5.20E-09
9.23912988	3.13E-06	5.12E-09
9.27236426	3.11E-06	5.05E-09
9.30571875	3.09E-06	4.97E-09
9.33919238	3.06E-06	4.90E-09
9.37278711	3.04E-06	4.83E-09
9.40650195	3.02E-06	4.76E-09
9.44033887	3.00E-06	4.69E-09
9.47429688	2.98E-06	4.62E-09
9.50837793	2.96E-06	4.56E-09
9.54258105	2.93E-06	4.49E-09
9.57690723	2.91E-06	4.43E-09
9.61135645	2.89E-06	4.36E-09
9.64593066	2.87E-06	4.30E-09
9.68062793	2.85E-06	4.24E-09
9.71545117	2.83E-06	4.17E-09
9.75039941	2.81E-06	4.11E-09
9.78547266	2.79E-06	4.05E-09
9.82067188	2.77E-06	4.00E-09
9.85599902	2.75E-06	3.94E-09
9.89145215	2.73E-06	3.88E-09
9.92703418	2.71E-06	3.83E-09
9.96274316	2.69E-06	3.77E-09
9.99858008	2.67E-06	3.72E-09
10.0345469	2.65E-06	3.66E-09
10.0706426	2.63E-06	3.61E-09
10.1068672	2.62E-06	3.56E-09
10.1432236	2.60E-06	3.51E-09
10.17971	2.58E-06	3.46E-09
10.2163291	2.56E-06	3.41E-09
10.2530791	2.54E-06	3.36E-09
10.28996	2.52E-06	3.31E-09
10.3269756	2.50E-06	3.26E-09
10.3641221	2.49E-06	3.21E-09
10.4014043	2.47E-06	3.17E-09
10.4388203	2.45E-06	3.12E-09
10.4763701	2.43E-06	3.08E-09
10.5140547	2.42E-06	3.03E-09
10.551876	2.40E-06	2.99E-09
10.589832	2.38E-06	2.95E-09
10.6279258	2.36E-06	2.90E-09
10.6661562	2.35E-06	2.86E-09
10.7045234	2.33E-06	2.82E-09
10.7430293	2.31E-06	2.78E-09
10.7816729	2.30E-06	2.74E-09
10.820457	2.28E-06	2.70E-09
10.8593799	2.26E-06	2.66E-09
10.8984424	2.25E-06	2.62E-09
10.9376465	2.23E-06	2.59E-09
10.9769902	2.22E-06	2.55E-09
11.0164766	2.20E-06	2.51E-09
11.0561045	2.18E-06	2.48E-09
11.095876	2.17E-06	2.44E-09
11.1357881	2.15E-06	2.41E-09
11.1758457	2.14E-06	2.37E-09
11.2160469	2.12E-06	2.34E-09
11.2563936	2.11E-06	2.31E-09
11.2968838	2.09E-06	2.27E-09
11.3375195	2.08E-06	2.24E-09
11.3783037	2.06E-06	2.21E-09
11.4192334	2.05E-06	2.18E-09
11.4603086	2.03E-06	2.15E-09
11.5015342	2.02E-06	2.12E-09
11.5429072	2.00E-06	2.09E-09
11.5844287	1.99E-06	2.06E-09
11.6260996	1.98E-06	2.03E-09
11.6679199	1.96E-06	2.00E-09
11.7098916	1.95E-06	1.97E-09
11.7520137	1.93E-06	1.94E-09
11.7942881	1.92E-06	1.91E-09
11.8367139	1.91E-06	1.89E-09
11.879292	1.89E-06	1.86E-09
11.9220234	1.88E-06	1.83E-09
11.9649092	1.86E-06	1.81E-09
12.0079482	1.85E-06	1.78E-09
12.0511436	1.84E-06	1.76E-09
12.0944932	1.82E-06	1.73E-09
12.137998	1.81E-06	1.71E-09
12.1816611	1.80E-06	1.68E-09
12.2254805	1.79E-06	1.66E-09
12.269458	1.77E-06	1.64E-09
12.3135928	1.76E-06	1.61E-09
12.3578857	1.75E-06	1.59E-09
12.4023389	1.74E-06	1.57E-09
12.4469531	1.72E-06	1.55E-09
12.4917256	1.71E-06	1.53E-09
12.5366602	1.70E-06	1.50E-09
12.5817568	1.69E-06	1.48E-09
12.6270166	1.67E-06	1.46E-09
12.6724375	1.66E-06	1.44E-09
12.7180215	1.65E-06	1.42E-09
12.7637705	1.64E-06	1.40E-09
12.8096846	1.63E-06	1.38E-09
12.8557627	1.61E-06	1.36E-09
12.9020059	1.60E-06	1.35E-09
12.948416	1.59E-06	1.33E-09
12.9949941	1.58E-06	1.31E-09
13.0417393	1.57E-06	1.29E-09
13.0886533	1.56E-06	1.27E-09
13.1357344	1.55E-06	1.25E-09
13.1829854	1.54E-06	1.24E-09
13.2304072	1.52E-06	1.22E-09
13.277999	1.51E-06	1.20E-09
13.3257617	1.50E-06	1.19E-09
13.3736973	1.49E-06	1.17E-09
13.4218037	1.48E-06	1.15E-09
13.470085	1.47E-06	1.14E-09
13.5185381	1.46E-06	1.12E-09
13.567166	1.45E-06	1.11E-09
13.6159697	1.44E-06	1.09E-09
13.6649473	1.43E-06	1.08E-09
13.7141035	1.42E-06	1.06E-09
13.7634346	1.41E-06	1.05E-09
13.8129434	1.40E-06	1.03E-09
13.8626309	1.39E-06	1.02E-09
13.912498	1.38E-06	1.01E-09
13.962543	1.37E-06	9.93E-10
14.0127686	1.36E-06	9.80E-10
14.0631748	1.35E-06	9.66E-10
14.1137627	1.34E-06	9.53E-10
14.1645312	1.33E-06	9.41E-10
14.2154834	1.32E-06	9.28E-10
14.2666182	1.31E-06	9.15E-10
14.3179385	1.30E-06	9.03E-10
14.3694414	1.29E-06	8.91E-10
14.4211309	1.28E-06	8.79E-10
14.4730059	1.27E-06	8.67E-10
14.5250674	1.26E-06	8.56E-10
