1.0	0
1.5	0
2.0	0
2.5	0
3.0	0
3.5	0.00000023368
4.0	0.00000023368
4.5	0.00000023368
5.0	0.00000023368
5.5	0.000000624519
6.0	0.00000927303
6.5	0.0000669892
7.0	0.000292773
7.5	0.00087845
8.0	0.001989843
8.5	0.003964378
9.0	0.006561976
9.5	0.00989549
10.0	0.013766779
10.5	0.017701704
11.0	0.021682922
11.5	0.02538492
12.0	0.02868419
12.5	0.031570516
13.0	0.034035538
13.5	0.035849723
14.0	0.037228279
14.5	0.038203864
15.0	0.038876108
15.5	0.038986126
16.0	0.038982808
16.5	0.038617582
17.0	0.038025698
17.5	0.275805672
18.0	0.036011894
18.5	0.034718078
19.0	0.033434596
19.5	0.074056392
20.0	0.00367823
20.5	0.00342847
21.0	0.003312499
21.5	0.003257519
22.0	0.00324391
22.5	0.003258527
23.0	0.003258789
23.5	0.003240851
24.0	0.003176434
24.5	0.003066142
25.0	0.00288424
25.5	0.002641419
26.0	0.002299353
26.5	0.001866604
27.0	0.001337658
27.5	0.00070407
28.0	0.0000611644

