1.0	0
1.5	0
2.0	0
2.5	0
3.0	0
3.5	0.000000187065
4.0	0.000000187065
4.5	0.000000187065
5.0	0.000000187065
5.5	0.000000504422
6.0	0.00000761377
6.5	0.000055819
7.0	0.000247081
7.5	0.000749468
8.0	0.001712571
8.5	0.003437958
9.0	0.005728568
9.5	0.008685044
10.0	0.012142699
10.5	0.015676673
11.0	0.01926489
11.5	0.022631311
12.0	0.025653765
12.5	0.028300206
13.0	0.030591254
13.5	0.032304987
14.0	0.033645495
14.5	0.034621792
15.0	0.035340318
15.5	0.035563692
16.0	0.035700278
16.5	0.035520527
17.0	0.035118792
17.5	0.309996059
18.0	0.033645986
18.5	0.032660296
19.0	0.031694258
19.5	0.079224726
20.0	0.003489442
20.5	0.003277635
21.0	0.00321685
21.5	0.003221207
22.0	0.00326951
22.5	0.003357887
23.0	0.003446691
23.5	0.003537281
24.0	0.003612257
24.5	0.003658326
25.0	0.003646053
25.5	0.00361321
26.0	0.003496821
26.5	0.003315012
27.0	0.003056269
27.5	0.002722088
28.0	0.002311222
28.5	0.001841918
29.0	0.001286118
29.5	0.000654883
30.0	4.59E-05

