1.0	0
1.5	0
2.0	0
2.5	0
3.0	0
3.5	0.000000248679
4.0	0.000000248679
4.5	0.000000248679
5.0	0.000000248679
5.5	0.000000248679
6.0	0.000000894998
6.5	0.0000100386
7.0	0.0000610552
7.5	0.000244127
8.0	0.000707857
8.5	0.001588008
9.0	0.003034352
9.5	0.005105203
10.0	0.007805585
10.5	0.010798012
11.0	0.014074978
11.5	0.01745387
12.0	0.02067132
12.5	0.02367672
13.0	0.026380335
13.5	0.028693611
14.0	0.030658726
14.5	0.032158613
15.0	0.033231759
15.5	0.034035598
16.0	0.034539009
16.5	0.034713766
17.0	0.03456506
17.5	0.254226391
18.0	0.033552804
18.5	0.032689999
19.0	0.031716429
19.5	0.070760469
20.0	0.027224986
20.5	0.025709044
21.0	0.024568286
21.5	0.023185791
22.0	0.021762166
22.5	0.020297319
23.0	0.018674971
23.5	0.003415374
24.0	0.003318426
24.5	0.00315575
25.0	0.002923956
25.5	0.002621266
26.0	0.002240124
26.5	0.001779405
27.0	0.001259021
27.5	0.000652193
28.0	0.0000560911

